MYNamespaceID,MYObjectID,MZDateEdited,MYCollectionID,MYDatasetID[0],MYDatasetID[1],MYDatasetID[2],MYDatasetID[3],MYDatasetID[4],MYStatus,MYOriginalSpecimenID,MYVerificationStatus[0],MYNotes,MYDataSource,MYEvent[0],MYLanguage,MYGathering[0][MYLeg][0],MYGathering[0][MYLeg][1],MYGathering[0][MYDateBegin],MYGathering[0][MYDateEnd],MYGathering[0][MYDateVerbatim],MYGathering[0][MYHabitatDescription],MYGathering[0][MYCoordinatesVerbatim],MYGathering[0][MYLatitude],MYGathering[0][MYLongitude],MYGathering[0][MYCoordinateSystem],MYGathering[0][MYCoordinateSource],MYGathering[0][MYAlt],MYGathering[0][MYCoordinateNotes],MYGathering[0][MYCountry],MYGathering[0][MYAdministrativeProvince],MYGathering[0][MYMunicipality],MYGathering[0][MYLocality],MYGathering[0][MYLocalityDescription],MYGathering[0][MYSamplingMethod],MYGathering[0][MYCollectingEventName],MYGathering[0][MYUnit][0][MYRecordBasis],MYGathering[0][MYUnit][0][MYCount],MYGathering[0][MYUnit][0][MYNotes],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxonRank],MYGathering[0][MYUnit][0][MYIdentification][0][MYTaxon],MYGathering[0][MYUnit][0][MYIdentification][0][MYAuthor]
utu:ZMUT,9936,2019-12-19T14:02:40+0200,HR.1648,GX.9185,GX.9137,GX.9140,GX.9379,,Missing,la5-6,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,26.06.2008,03.07.2008,,,E:381645.1 N:8611522.155,-12.5577806,-70.0894618,Wgs84,Unknown,246,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la5",trail 10 primer mirador ( a 2000 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9937,2019-12-19T14:02:40+0200,HR.1648,GX.9185,GX.9137,GX.9140,GX.9379,,Missing,la5-7,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,03.07.2008,10.07.2008,,,E:381645.1 N:8611522.155,-12.5577806,-70.0894618,Wgs84,Unknown,246,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la5",trail 10 primer mirador ( a 2000 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9938,2019-12-19T14:02:40+0200,HR.1648,GX.9185,GX.9137,GX.9140,GX.9379,,Missing,la5-8,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,10.07.2008,17.07.2008,,,E:381645.1 N:8611522.155,-12.5577806,-70.0894618,Wgs84,Unknown,246,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la5",trail 10 primer mirador ( a 2000 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9939,2019-12-19T14:02:40+0200,HR.1648,GX.9185,GX.9137,GX.9140,GX.9379,,Missing,la5-9,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,17.07.2008,24.07.2008,,,E:381645.1 N:8611522.155,-12.5577806,-70.0894618,Wgs84,Unknown,246,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la5",trail 10 primer mirador ( a 2000 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9940,2019-12-19T14:02:40+0200,HR.1648,GX.9185,GX.9137,GX.9140,GX.9379,,Missing,la5-10,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,24.07.2008,31.07.2008,,,E:381645.1 N:8611522.155,-12.5577806,-70.0894618,Wgs84,Unknown,246,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la5",trail 10 primer mirador ( a 2000 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9941,2019-12-19T14:02:40+0200,HR.1648,GX.9185,GX.9137,GX.9140,GX.9379,,Missing,la5-11,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,31.07.2008,07.08.2008,,,E:381645.1 N:8611522.155,-12.5577806,-70.0894618,Wgs84,Unknown,246,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la5",trail 10 primer mirador ( a 2000 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9942,2019-12-19T14:02:41+0200,HR.1648,GX.9185,GX.9137,GX.9140,GX.9379,,Missing,la5-12,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,07.08.2008,14.08.2008,,,E:381645.1 N:8611522.155,-12.5577806,-70.0894618,Wgs84,Unknown,246,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la5",trail 10 primer mirador ( a 2000 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9943,2019-12-19T14:02:41+0200,HR.1648,GX.9185,GX.9137,GX.9140,GX.9379,,Missing,la5-13,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,14.08.2008,21.08.2008,,,E:381645.1 N:8611522.155,-12.5577806,-70.0894618,Wgs84,Unknown,246,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la5",trail 10 primer mirador ( a 2000 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9944,2019-12-19T14:02:41+0200,HR.1648,GX.9186,GX.9137,GX.9140,GX.9379,,Missing,la6-1,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,21.05.2008,28.05.2008,,,"E:382633,452 N:8610288,894",-12.5689678,-70.0804117,Wgs84,Unknown,242,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la6",trail 11 bajio( a 1200 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9945,2019-12-19T14:02:41+0200,HR.1648,GX.9186,GX.9137,GX.9140,GX.9379,,Missing,la6-2,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,28.05.2008,05.06.2008,,,"E:382633,452 N:8610288,894",-12.5689678,-70.0804117,Wgs84,Unknown,242,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la6",trail 11 bajio( a 1200 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9946,2019-12-19T14:02:41+0200,HR.1648,GX.9186,GX.9137,GX.9140,GX.9379,,Missing,la6-3,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,05.06.2008,12.06.2008,,,"E:382633,452 N:8610288,894",-12.5689678,-70.0804117,Wgs84,Unknown,242,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la6",trail 11 bajio( a 1200 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9947,2019-12-19T14:02:41+0200,HR.1648,GX.9186,GX.9137,GX.9140,GX.9379,,Missing,la6-4,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,12.06.2008,19.06.2008,,,"E:382633,452 N:8610288,894",-12.5689678,-70.0804117,Wgs84,Unknown,242,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la6",trail 11 bajio( a 1200 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9948,2019-12-19T14:02:41+0200,HR.1648,GX.9186,GX.9137,GX.9140,GX.9379,,Missing,la6-5,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,19.06.2008,26.06.2008,,,"E:382633,452 N:8610288,894",-12.5689678,-70.0804117,Wgs84,Unknown,242,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la6",trail 11 bajio( a 1200 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9949,2019-12-19T14:02:41+0200,HR.1648,GX.9186,GX.9137,GX.9140,GX.9379,,Missing,la6-6,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,26.06.2008,03.07.2008,,,"E:382633,452 N:8610288,894",-12.5689678,-70.0804117,Wgs84,Unknown,242,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la6",trail 11 bajio( a 1200 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9950,2019-12-19T14:02:41+0200,HR.1648,GX.9186,GX.9137,GX.9140,GX.9379,,Missing,la6-7,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,03.07.2008,10.07.2008,,,"E:382633,452 N:8610288,894",-12.5689678,-70.0804117,Wgs84,Unknown,242,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la6",trail 11 bajio( a 1200 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9951,2019-12-19T14:02:41+0200,HR.1648,GX.9186,GX.9137,GX.9140,GX.9379,,Missing,la6-8,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,10.07.2008,17.07.2008,,,"E:382633,452 N:8610288,894",-12.5689678,-70.0804117,Wgs84,Unknown,242,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la6",trail 11 bajio( a 1200 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
utu:ZMUT,9952,2019-12-19T14:02:41+0200,HR.1648,GX.9186,GX.9137,GX.9140,GX.9379,,Missing,la6-9,Ok,"The current location of this sample is unknown. It may have been left in Peru (many samples were not taken to Finland).  Most of the specimens split from it are not yet in the Kotka database (as of 2019).

Due to legal restrictions, it is possible that not all taxa that were originally collected in this sample are available for study.",https://doi.org/10.5281/zenodo.3559054,Ichneumonoidea removed,english,"Gómez, Isrrael",,17.07.2008,24.07.2008,,,"E:382633,452 N:8610288,894",-12.5689678,-70.0804117,Wgs84,Unknown,242,"The coordinates come from the label of a wasp separated from this sample and from https://doi.org/10.5281/zenodo.3559054. They appear to be UTM 19S (WGS84). They have been converted accordingly (or actually according to EPSG:5389, Peru96 / UTM zone 19S, at https://epsg.io, but this seems to be virtually identical). 
Another alternative would be PSAD 56, the Provisional South American Datum 1956, instead of WGS84 (EPSG:24878 at https://epsg.io). However, its results did not seem to fit the known habitat type of the traps as well as WGS84, nor the files in https://doi.org/10.5281/zenodo.3559054.",Peru,Department of Madre de Dios,,"Los Amigos, trap la6",trail 11 bajio( a 1200 metros),Malaise,Amazon 2008,PreservedSpecimen,numerous,"This is the whole sample from the Malaise trap: numerous insects and other invertebrates which were caught in ethanol. 

With time, this specimen will be split into numerous subspecimens (one individual in each specimen). Specimens that have already been separated are listed in 'Separated to specimens'.

Not all taxa are necessarily available for study. (they may even not be at Turku) This is due to legal restrictions which applied to many Amazonian Malaise samples.",kingdom,Animalia,"Linnaeus, 1758"
